subject,metric_key,metric_zh,year,local_value,status,source_kind,online_metric,online_value,note,source_url
中国铁塔,revenue,营业收入/收益,2024,"97,772",ok,income,Revenue,97772,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,revenue,营业收入/收益,2025,"100,411",ok,income,Revenue,100411,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,revenue_growth_yoy,收入同比增长,2023,1.99%,ok,income,Revenue Growth (YoY),1.99%,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,revenue_growth_yoy,收入同比增长,2024,4.00%,ok,income,Revenue Growth (YoY),4.00%,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,revenue_growth_yoy,收入同比增长,2025,2.70%,ok,income,Revenue Growth (YoY),2.70%,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,gross_profit,毛利,2023,"77,757",ok,income,Gross Profit,77757,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,gross_profit,毛利,2024,"81,207",ok,income,Gross Profit,81207,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,gross_profit,毛利,2025,"83,231",ok,income,Gross Profit,83231,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,gross_margin,毛利率,2023,82.71%,ok,income,Gross Margin,82.71%,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,gross_margin,毛利率,2024,83.06%,ok,income,Gross Margin,83.06%,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,gross_margin,毛利率,2025,82.89%,ok,income,Gross Margin,82.89%,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,operating_income,经营利润/营业利润,2023,"14,898",ok,income,Operating Income,14898,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,operating_income,经营利润/营业利润,2024,"15,804",ok,income,Operating Income,15804,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,operating_income,经营利润/营业利润,2025,"17,187",ok,income,Operating Income,17187,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,operating_margin,经营利润率,2023,15.85%,ok,income,Operating Margin,15.85%,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,operating_margin,经营利润率,2024,16.16%,ok,income,Operating Margin,16.16%,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,operating_margin,经营利润率,2025,17.12%,ok,income,Operating Margin,17.12%,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,net_income,净利润/股东应占利润,2023,"9,750",ok,income,Net Income,9750,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,net_income,净利润/股东应占利润,2024,"10,729",ok,income,Net Income,10729,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,net_income,净利润/股东应占利润,2025,"11,630",ok,income,Net Income,11630,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,ebitda,EBITDA,2023,"52,513",ok,income,EBITDA,52513,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,ebitda,EBITDA,2024,"54,646",ok,income,EBITDA,54646,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,ebitda,EBITDA,2025,"54,676",ok,income,EBITDA,54676,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,ebitda_margin,EBITDA率,2023,55.86%,ok,income_derived,EBITDA / Revenue,55.86%,EBITDA=52513; Revenue=94009; diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,ebitda_margin,EBITDA率,2024,55.89%,ok,income_derived,EBITDA / Revenue,55.89%,EBITDA=54646; Revenue=97772; diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,ebitda_margin,EBITDA率,2025,54.45%,ok,income_derived,EBITDA / Revenue,54.45%,EBITDA=54676; Revenue=100411; diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,operating_cash_flow,经营现金流,2023,"32,840",ok,cashflow,Operating Cash Flow,32840,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/cash-flow-statement/
中国铁塔,operating_cash_flow,经营现金流,2024,"49,468",ok,cashflow,Operating Cash Flow,49468,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/cash-flow-statement/
中国铁塔,operating_cash_flow,经营现金流,2025,"56,116",ok,cashflow,Operating Cash Flow,56116,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/cash-flow-statement/
中国铁塔,capital_expenditures,资本开支,2023,"-33,464",ok,cashflow,Capital Expenditures,-33464,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/cash-flow-statement/
中国铁塔,capital_expenditures,资本开支,2024,"-29,783",ok,cashflow,Capital Expenditures,-29783,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/cash-flow-statement/
中国铁塔,capital_expenditures,资本开支,2025,"-30,510",ok,cashflow,Capital Expenditures,-30510,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/cash-flow-statement/
中国铁塔,free_cash_flow,自由现金流,2023,-624,ok,income,Free Cash Flow,-624,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,free_cash_flow,自由现金流,2024,"19,685",ok,income,Free Cash Flow,19685,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,free_cash_flow,自由现金流,2025,"25,606",ok,income,Free Cash Flow,25606,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/
中国铁塔,cash_and_equivalents,现金及等价物,2023,"3,955",ok,balance,Cash & Equivalents,3955,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/balance-sheet/
中国铁塔,cash_and_equivalents,现金及等价物,2024,"2,598",ok,balance,Cash & Equivalents,2598,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/balance-sheet/
中国铁塔,cash_and_equivalents,现金及等价物,2025,"12,312",ok,balance,Cash & Equivalents,12312,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/balance-sheet/
中国铁塔,total_assets,总资产,2023,"326,007",ok,balance,Total Assets,326007,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/balance-sheet/
中国铁塔,total_assets,总资产,2024,"332,834",ok,balance,Total Assets,332834,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/balance-sheet/
中国铁塔,total_assets,总资产,2025,"336,579",ok,balance,Total Assets,336579,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/balance-sheet/
中国铁塔,total_debt,总债务,2023,"94,626",ok,balance,Total Debt,94626,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/balance-sheet/
中国铁塔,total_debt,总债务,2024,"92,542",ok,balance,Total Debt,92542,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/balance-sheet/
中国铁塔,total_debt,总债务,2025,"90,460",ok,balance,Total Debt,90460,diff=0.0,https://stockanalysis.com/quote/hkg/0788/financials/balance-sheet/
HKT / csl / 1O1O,revenue,营业收入/收益,2023,"34,330",ok,income,Revenue,34330,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,revenue,营业收入/收益,2024,"34,753",ok,income,Revenue,34753,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,revenue,营业收入/收益,2025,"36,553",ok,income,Revenue,36553,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,revenue_growth_yoy,收入同比增长,2023,0.60%,ok,income,Revenue Growth (YoY),0.60%,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,revenue_growth_yoy,收入同比增长,2024,1.23%,ok,income,Revenue Growth (YoY),1.23%,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,revenue_growth_yoy,收入同比增长,2025,5.18%,ok,income,Revenue Growth (YoY),5.18%,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,gross_profit,毛利,2023,"16,876",ok,income,Gross Profit,16876,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,gross_profit,毛利,2024,"17,043",ok,income,Gross Profit,17043,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,gross_profit,毛利,2025,"17,413",ok,income,Gross Profit,17413,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,gross_margin,毛利率,2023,49.16%,ok,income,Gross Margin,49.16%,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,gross_margin,毛利率,2024,49.04%,ok,income,Gross Margin,49.04%,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,gross_margin,毛利率,2025,47.64%,ok,income,Gross Margin,47.64%,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,operating_income,经营利润/营业利润,2023,"7,746",ok,income,Operating Income,7746,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,operating_income,经营利润/营业利润,2024,"8,248",ok,income,Operating Income,8248,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,operating_income,经营利润/营业利润,2025,"8,289",ok,income,Operating Income,8289,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,operating_margin,经营利润率,2023,22.56%,ok,income,Operating Margin,22.56%,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,operating_margin,经营利润率,2024,23.73%,ok,income,Operating Margin,23.73%,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,operating_margin,经营利润率,2025,22.68%,ok,income,Operating Margin,22.68%,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,net_income,净利润/股东应占利润,2023,"4,991",ok,income,Net Income,4991,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,net_income,净利润/股东应占利润,2024,"5,070",ok,income,Net Income,5070,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,net_income,净利润/股东应占利润,2025,"5,286",ok,income,Net Income,5286,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,ebitda,EBITDA,2023,"9,934",ok,income,EBITDA,9934,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,ebitda,EBITDA,2024,"10,225",ok,income,EBITDA,10225,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,ebitda,EBITDA,2025,"10,064",ok,income,EBITDA,10064,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,ebitda_margin,EBITDA率,2023,28.94%,ok,income_derived,EBITDA / Revenue,28.94%,EBITDA=9934; Revenue=34330; diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,ebitda_margin,EBITDA率,2024,29.42%,ok,income_derived,EBITDA / Revenue,29.42%,EBITDA=10225; Revenue=34753; diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,ebitda_margin,EBITDA率,2025,27.53%,ok,income_derived,EBITDA / Revenue,27.53%,EBITDA=10064; Revenue=36553; diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,operating_cash_flow,经营现金流,2023,"11,261",ok,cashflow,Operating Cash Flow,11261,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/cash-flow-statement/
HKT / csl / 1O1O,operating_cash_flow,经营现金流,2024,"11,911",ok,cashflow,Operating Cash Flow,11911,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/cash-flow-statement/
HKT / csl / 1O1O,operating_cash_flow,经营现金流,2025,"11,628",ok,cashflow,Operating Cash Flow,11628,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/cash-flow-statement/
HKT / csl / 1O1O,capital_expenditures,资本开支,2023,"-2,138",ok,cashflow,Capital Expenditures,-2138,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/cash-flow-statement/
HKT / csl / 1O1O,capital_expenditures,资本开支,2024,"-2,037",ok,cashflow,Capital Expenditures,-2037,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/cash-flow-statement/
HKT / csl / 1O1O,capital_expenditures,资本开支,2025,"-1,977",ok,cashflow,Capital Expenditures,-1977,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/cash-flow-statement/
HKT / csl / 1O1O,free_cash_flow,自由现金流,2023,"9,123",ok,income,Free Cash Flow,9123,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,free_cash_flow,自由现金流,2024,"9,874",ok,income,Free Cash Flow,9874,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,free_cash_flow,自由现金流,2025,"9,651",ok,income,Free Cash Flow,9651,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/
HKT / csl / 1O1O,cash_and_equivalents,现金及等价物,2023,"1,630",ok,balance,Cash & Equivalents,1630,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/balance-sheet/
HKT / csl / 1O1O,cash_and_equivalents,现金及等价物,2024,"1,850",ok,balance,Cash & Equivalents,1850,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/balance-sheet/
HKT / csl / 1O1O,cash_and_equivalents,现金及等价物,2025,"1,957",ok,balance,Cash & Equivalents,1957,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/balance-sheet/
HKT / csl / 1O1O,total_assets,总资产,2023,"112,118",ok,balance,Total Assets,112118,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/balance-sheet/
HKT / csl / 1O1O,total_assets,总资产,2024,"116,813",ok,balance,Total Assets,116813,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/balance-sheet/
HKT / csl / 1O1O,total_assets,总资产,2025,"121,152",ok,balance,Total Assets,121152,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/balance-sheet/
HKT / csl / 1O1O,total_debt,总债务,2023,"47,453",ok,balance,Total Debt,47453,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/balance-sheet/
HKT / csl / 1O1O,total_debt,总债务,2024,"44,395",ok,balance,Total Debt,44395,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/balance-sheet/
HKT / csl / 1O1O,total_debt,总债务,2025,"48,337",ok,balance,Total Debt,48337,diff=0.0,https://stockanalysis.com/quote/hkg/6823/financials/balance-sheet/
3HK / Hutchison,revenue,营业收入/收益,2023,"4,896",ok,income,Revenue,4896,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,revenue,营业收入/收益,2024,"4,643",ok,income,Revenue,4643,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,revenue,营业收入/收益,2025,"5,448",ok,income,Revenue,5448,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,revenue_growth_yoy,收入同比增长,2023,0.29%,ok,income,Revenue Growth (YoY),0.29%,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,revenue_growth_yoy,收入同比增长,2024,-5.17%,ok,income,Revenue Growth (YoY),-5.17%,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,revenue_growth_yoy,收入同比增长,2025,17.34%,ok,income,Revenue Growth (YoY),17.34%,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,gross_profit,毛利,2023,"3,130",ok,income,Gross Profit,3130,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,gross_profit,毛利,2024,"3,018",ok,income,Gross Profit,3018,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,gross_profit,毛利,2025,"3,243",ok,income,Gross Profit,3243,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,gross_margin,毛利率,2023,63.93%,ok,income,Gross Margin,63.93%,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,gross_margin,毛利率,2024,65.00%,ok,income,Gross Margin,65.00%,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,gross_margin,毛利率,2025,59.53%,ok,income,Gross Margin,59.53%,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,operating_income,经营利润/营业利润,2023,-96,ok,income,Operating Income,-96,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,operating_income,经营利润/营业利润,2024,-1,ok,income,Operating Income,-1,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,operating_income,经营利润/营业利润,2025,4,ok,income,Operating Income,4,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,operating_margin,经营利润率,2023,-1.96%,ok,income,Operating Margin,-1.96%,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,operating_margin,经营利润率,2024,-0.02%,ok,income,Operating Margin,-0.02%,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,operating_margin,经营利润率,2025,0.07%,ok,income,Operating Margin,0.07%,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,net_income,净利润/股东应占利润,2023,-52,ok,income,Net Income,-52,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,net_income,净利润/股东应占利润,2024,6,ok,income,Net Income,6,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,net_income,净利润/股东应占利润,2025,-25,ok,income,Net Income,-25,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,ebitda,EBITDA,2023,787,ok,income,EBITDA,787,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,ebitda,EBITDA,2024,904,ok,income,EBITDA,904,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,ebitda,EBITDA,2025,928,ok,income,EBITDA,928,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,ebitda_margin,EBITDA率,2023,16.07%,ok,income_derived,EBITDA / Revenue,16.07%,EBITDA=787; Revenue=4896; diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,ebitda_margin,EBITDA率,2024,19.47%,ok,income_derived,EBITDA / Revenue,19.47%,EBITDA=904; Revenue=4643; diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,ebitda_margin,EBITDA率,2025,17.03%,ok,income_derived,EBITDA / Revenue,17.03%,EBITDA=928; Revenue=5448; diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,operating_cash_flow,经营现金流,2023,"1,127",ok,cashflow,Operating Cash Flow,1127,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/cash-flow-statement/
3HK / Hutchison,operating_cash_flow,经营现金流,2024,"1,081",ok,cashflow,Operating Cash Flow,1081,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/cash-flow-statement/
3HK / Hutchison,operating_cash_flow,经营现金流,2025,"1,211",ok,cashflow,Operating Cash Flow,1211,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/cash-flow-statement/
3HK / Hutchison,capital_expenditures,资本开支,2023,-481,ok,cashflow,Capital Expenditures,-481,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/cash-flow-statement/
3HK / Hutchison,capital_expenditures,资本开支,2024,-434,ok,cashflow,Capital Expenditures,-434,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/cash-flow-statement/
3HK / Hutchison,capital_expenditures,资本开支,2025,-440,ok,cashflow,Capital Expenditures,-440,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/cash-flow-statement/
3HK / Hutchison,free_cash_flow,自由现金流,2023,646,ok,income,Free Cash Flow,646,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,free_cash_flow,自由现金流,2024,647,ok,income,Free Cash Flow,647,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,free_cash_flow,自由现金流,2025,771,ok,income,Free Cash Flow,771,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/
3HK / Hutchison,cash_and_equivalents,现金及等价物,2023,"1,910",ok,balance,Cash & Equivalents,1910,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/balance-sheet/
3HK / Hutchison,cash_and_equivalents,现金及等价物,2024,"3,168",ok,balance,Cash & Equivalents,3168,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/balance-sheet/
3HK / Hutchison,cash_and_equivalents,现金及等价物,2025,594,ok,balance,Cash & Equivalents,594,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/balance-sheet/
3HK / Hutchison,total_assets,总资产,2023,"14,560",ok,balance,Total Assets,14560,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/balance-sheet/
3HK / Hutchison,total_assets,总资产,2024,"13,970",ok,balance,Total Assets,13970,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/balance-sheet/
3HK / Hutchison,total_assets,总资产,2025,"13,412",ok,balance,Total Assets,13412,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/balance-sheet/
3HK / Hutchison,total_debt,总债务,2023,482,ok,balance,Total Debt,482,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/balance-sheet/
