subject,metric_key,metric_zh,year,local_value,status,source_kind,online_metric,online_value,note,source_url
3HK / Hutchison,total_debt,总债务,2024,463,ok,balance,Total Debt,463,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/balance-sheet/
3HK / Hutchison,total_debt,总债务,2025,401,ok,balance,Total Debt,401,diff=0.0,https://stockanalysis.com/quote/hkg/0215/financials/balance-sheet/
SmarTone,revenue,营业收入/收益,2023,"6,763",ok,income,Revenue,6763,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,revenue,营业收入/收益,2024,"6,221",ok,income,Revenue,6221,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,revenue,营业收入/收益,2025,"6,253",ok,income,Revenue,6253,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,revenue_growth_yoy,收入同比增长,2023,-2.79%,ok,income,Revenue Growth (YoY),-2.79%,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,revenue_growth_yoy,收入同比增长,2024,-8.01%,ok,income,Revenue Growth (YoY),-8.01%,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,revenue_growth_yoy,收入同比增长,2025,0.52%,ok,income,Revenue Growth (YoY),0.52%,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,gross_profit,毛利,2023,"3,440",ok,income,Gross Profit,3440,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,gross_profit,毛利,2024,"3,406",ok,income,Gross Profit,3406,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,gross_profit,毛利,2025,"3,342",ok,income,Gross Profit,3342,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,gross_margin,毛利率,2023,50.87%,ok,income,Gross Margin,50.87%,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,gross_margin,毛利率,2024,54.75%,ok,income,Gross Margin,54.75%,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,gross_margin,毛利率,2025,53.44%,ok,income,Gross Margin,53.44%,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,operating_income,经营利润/营业利润,2023,701.77,ok,income,Operating Income,701.77,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,operating_income,经营利润/营业利润,2024,699.18,ok,income,Operating Income,699.18,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,operating_income,经营利润/营业利润,2025,750.98,ok,income,Operating Income,750.98,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,operating_margin,经营利润率,2023,10.38%,ok,income,Operating Margin,10.38%,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,operating_margin,经营利润率,2024,11.24%,ok,income,Operating Margin,11.24%,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,operating_margin,经营利润率,2025,12.01%,ok,income,Operating Margin,12.01%,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,net_income,净利润/股东应占利润,2023,268.85,ok,income,Net Income,268.85,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,net_income,净利润/股东应占利润,2024,470.13,ok,income,Net Income,470.13,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,net_income,净利润/股东应占利润,2025,478.9,ok,income,Net Income,478.9,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,ebitda,EBITDA,2023,"1,708",ok,income,EBITDA,1708,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,ebitda,EBITDA,2024,"1,699",ok,income,EBITDA,1699,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,ebitda,EBITDA,2025,"1,750",ok,income,EBITDA,1750,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,ebitda_margin,EBITDA率,2023,25.26%,ok,income_derived,EBITDA / Revenue,25.26%,EBITDA=1708; Revenue=6763; diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,ebitda_margin,EBITDA率,2024,27.31%,ok,income_derived,EBITDA / Revenue,27.31%,EBITDA=1699; Revenue=6221; diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,ebitda_margin,EBITDA率,2025,27.98%,ok,income_derived,EBITDA / Revenue,27.99%,EBITDA=1750; Revenue=6253; diff=0.00999999999999801,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,operating_cash_flow,经营现金流,2023,"2,254",ok,cashflow,Operating Cash Flow,2254,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/cash-flow-statement/
SmarTone,operating_cash_flow,经营现金流,2024,"2,162",ok,cashflow,Operating Cash Flow,2162,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/cash-flow-statement/
SmarTone,operating_cash_flow,经营现金流,2025,"2,133",ok,cashflow,Operating Cash Flow,2133,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/cash-flow-statement/
SmarTone,capital_expenditures,资本开支,2023,-708.77,ok,cashflow,Capital Expenditures,-708.77,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/cash-flow-statement/
SmarTone,capital_expenditures,资本开支,2024,-601.55,ok,cashflow,Capital Expenditures,-601.55,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/cash-flow-statement/
SmarTone,capital_expenditures,资本开支,2025,-597.47,ok,cashflow,Capital Expenditures,-597.47,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/cash-flow-statement/
SmarTone,free_cash_flow,自由现金流,2023,"1,546",ok,income,Free Cash Flow,1546,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,free_cash_flow,自由现金流,2024,"1,560",ok,income,Free Cash Flow,1560,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,free_cash_flow,自由现金流,2025,"1,536",ok,income,Free Cash Flow,1536,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/
SmarTone,cash_and_equivalents,现金及等价物,2023,"1,155",ok,balance,Cash & Equivalents,1155,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/balance-sheet/
SmarTone,cash_and_equivalents,现金及等价物,2024,"1,577",ok,balance,Cash & Equivalents,1577,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/balance-sheet/
SmarTone,cash_and_equivalents,现金及等价物,2025,"2,028",ok,balance,Cash & Equivalents,2028,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/balance-sheet/
SmarTone,total_assets,总资产,2023,"10,899",ok,balance,Total Assets,10899,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/balance-sheet/
SmarTone,total_assets,总资产,2024,"11,178",ok,balance,Total Assets,11178,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/balance-sheet/
SmarTone,total_assets,总资产,2025,"11,308",ok,balance,Total Assets,11308,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/balance-sheet/
SmarTone,total_debt,总债务,2023,852.99,ok,balance,Total Debt,852.99,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/balance-sheet/
SmarTone,total_debt,总债务,2024,963.18,ok,balance,Total Debt,963.18,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/balance-sheet/
SmarTone,total_debt,总债务,2025,877.59,ok,balance,Total Debt,877.59,diff=0.0,https://stockanalysis.com/quote/hkg/0315/financials/balance-sheet/
HKBN,revenue,营业收入/收益,2023,"11,692",ok,income,Revenue,11692,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,revenue,营业收入/收益,2024,"10,651",ok,income,Revenue,10651,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,revenue,营业收入/收益,2025,"11,129",ok,income,Revenue,11129,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,revenue_growth_yoy,收入同比增长,2023,0.57%,ok,income,Revenue Growth (YoY),0.57%,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,revenue_growth_yoy,收入同比增长,2024,-8.91%,ok,income,Revenue Growth (YoY),-8.91%,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,revenue_growth_yoy,收入同比增长,2025,4.48%,ok,income,Revenue Growth (YoY),4.48%,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,gross_profit,毛利,2023,"4,047",ok,income,Gross Profit,4047,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,gross_profit,毛利,2024,"3,904",ok,income,Gross Profit,3904,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,gross_profit,毛利,2025,"3,974",ok,income,Gross Profit,3974,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,gross_margin,毛利率,2023,34.61%,ok,income,Gross Margin,34.61%,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,gross_margin,毛利率,2024,36.65%,ok,income,Gross Margin,36.65%,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,gross_margin,毛利率,2025,35.71%,ok,income,Gross Margin,35.71%,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,operating_income,经营利润/营业利润,2023,721.13,ok,income,Operating Income,721.13,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,operating_income,经营利润/营业利润,2024,864.88,ok,income,Operating Income,864.88,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,operating_income,经营利润/营业利润,2025,917.49,ok,income,Operating Income,917.49,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,operating_margin,经营利润率,2023,6.17%,ok,income,Operating Margin,6.17%,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,operating_margin,经营利润率,2024,8.12%,ok,income,Operating Margin,8.12%,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,operating_margin,经营利润率,2025,8.24%,ok,income,Operating Margin,8.24%,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,net_income,净利润/股东应占利润,2023,"-1,267",ok,income,Net Income,-1267,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,net_income,净利润/股东应占利润,2024,10.28,ok,income,Net Income,10.28,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,net_income,净利润/股东应占利润,2025,206.86,ok,income,Net Income,206.86,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,ebitda,EBITDA,2023,"1,861",ok,income,EBITDA,1861,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,ebitda,EBITDA,2024,"1,950",ok,income,EBITDA,1950,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,ebitda,EBITDA,2025,"1,954",ok,income,EBITDA,1954,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,ebitda_margin,EBITDA率,2023,15.91%,ok,income_derived,EBITDA / Revenue,15.92%,EBITDA=1861; Revenue=11692; diff=0.009999999999999787,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,ebitda_margin,EBITDA率,2024,18.30%,ok,income_derived,EBITDA / Revenue,18.31%,EBITDA=1950; Revenue=10651; diff=0.00999999999999801,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,ebitda_margin,EBITDA率,2025,17.56%,ok,income_derived,EBITDA / Revenue,17.56%,EBITDA=1954; Revenue=11129; diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,operating_cash_flow,经营现金流,2023,"1,983",ok,cashflow,Operating Cash Flow,1983,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/cash-flow-statement/
HKBN,operating_cash_flow,经营现金流,2024,"2,058",ok,cashflow,Operating Cash Flow,2058,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/cash-flow-statement/
HKBN,operating_cash_flow,经营现金流,2025,"1,911",ok,cashflow,Operating Cash Flow,1911,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/cash-flow-statement/
HKBN,capital_expenditures,资本开支,2023,-489.39,ok,cashflow,Capital Expenditures,-489.39,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/cash-flow-statement/
HKBN,capital_expenditures,资本开支,2024,-362.71,ok,cashflow,Capital Expenditures,-362.71,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/cash-flow-statement/
HKBN,capital_expenditures,资本开支,2025,-493.58,ok,cashflow,Capital Expenditures,-493.58,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/cash-flow-statement/
HKBN,free_cash_flow,自由现金流,2023,"1,493",ok,income,Free Cash Flow,1493,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,free_cash_flow,自由现金流,2024,"1,696",ok,income,Free Cash Flow,1696,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,free_cash_flow,自由现金流,2025,"1,417",ok,income,Free Cash Flow,1417,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/
HKBN,cash_and_equivalents,现金及等价物,2023,"1,017",ok,balance,Cash & Equivalents,1017,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/balance-sheet/
HKBN,cash_and_equivalents,现金及等价物,2024,"1,217",ok,balance,Cash & Equivalents,1217,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/balance-sheet/
HKBN,cash_and_equivalents,现金及等价物,2025,"1,192",ok,balance,Cash & Equivalents,1192,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/balance-sheet/
HKBN,total_assets,总资产,2023,"18,148",ok,balance,Total Assets,18148,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/balance-sheet/
HKBN,total_assets,总资产,2024,"17,669",ok,balance,Total Assets,17669,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/balance-sheet/
HKBN,total_assets,总资产,2025,"17,253",ok,balance,Total Assets,17253,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/balance-sheet/
HKBN,total_debt,总债务,2023,"11,493",ok,balance,Total Debt,11493,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/balance-sheet/
HKBN,total_debt,总债务,2024,"11,502",ok,balance,Total Debt,11502,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/balance-sheet/
HKBN,total_debt,总债务,2025,"11,291",ok,balance,Total Debt,11291,diff=0.0,https://stockanalysis.com/quote/hkg/1310/financials/balance-sheet/
i-CABLE,revenue,营业收入/收益,2023,597.9,ok,income,Revenue,597.9,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,revenue,营业收入/收益,2024,584.49,ok,income,Revenue,584.49,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,revenue,营业收入/收益,2025,538.74,ok,income,Revenue,538.74,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,revenue_growth_yoy,收入同比增长,2023,6.24%,ok,income,Revenue Growth (YoY),6.24%,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,revenue_growth_yoy,收入同比增长,2024,-2.24%,ok,income,Revenue Growth (YoY),-2.24%,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,revenue_growth_yoy,收入同比增长,2025,-7.83%,ok,income,Revenue Growth (YoY),-7.83%,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,gross_profit,毛利,2023,-218.15,ok,income,Gross Profit,-218.15,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,gross_profit,毛利,2024,-174.76,ok,income,Gross Profit,-174.76,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,gross_profit,毛利,2025,-165.37,ok,income,Gross Profit,-165.37,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,gross_margin,毛利率,2023,-36.49%,ok,income,Gross Margin,-36.49%,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,gross_margin,毛利率,2024,-29.90%,ok,income,Gross Margin,-29.90%,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,gross_margin,毛利率,2025,-30.70%,ok,income,Gross Margin,-30.70%,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,operating_income,经营利润/营业利润,2023,-427.77,ok,income,Operating Income,-427.77,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,operating_income,经营利润/营业利润,2024,-409.76,ok,income,Operating Income,-409.76,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,operating_income,经营利润/营业利润,2025,-360.35,ok,income,Operating Income,-360.35,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,operating_margin,经营利润率,2023,-71.55%,ok,income,Operating Margin,-71.55%,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,operating_margin,经营利润率,2024,-70.11%,ok,income,Operating Margin,-70.11%,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,operating_margin,经营利润率,2025,-66.89%,ok,income,Operating Margin,-66.89%,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,net_income,净利润/股东应占利润,2023,-589.27,ok,income,Net Income,-589.27,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,net_income,净利润/股东应占利润,2024,-553.34,ok,income,Net Income,-553.34,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,net_income,净利润/股东应占利润,2025,-489.98,ok,income,Net Income,-489.98,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,ebitda,EBITDA,2023,-343.23,ok,income,EBITDA,-343.23,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,ebitda,EBITDA,2024,-341.96,ok,income,EBITDA,-341.96,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,ebitda,EBITDA,2025,-302.59,ok,income,EBITDA,-302.59,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,ebitda_margin,EBITDA率,2023,-57.41%,ok,income_derived,EBITDA / Revenue,-57.41%,EBITDA=-343.23; Revenue=597.9; diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,ebitda_margin,EBITDA率,2024,-58.51%,ok,income_derived,EBITDA / Revenue,-58.51%,EBITDA=-341.96; Revenue=584.49; diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,ebitda_margin,EBITDA率,2025,-56.17%,ok,income_derived,EBITDA / Revenue,-56.17%,EBITDA=-302.59; Revenue=538.74; diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,operating_cash_flow,经营现金流,2023,-287.25,ok,cashflow,Operating Cash Flow,-287.25,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/cash-flow-statement/
i-CABLE,operating_cash_flow,经营现金流,2024,-220.65,ok,cashflow,Operating Cash Flow,-220.65,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/cash-flow-statement/
i-CABLE,operating_cash_flow,经营现金流,2025,-213.92,ok,cashflow,Operating Cash Flow,-213.92,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/cash-flow-statement/
i-CABLE,capital_expenditures,资本开支,2023,-76.75,ok,cashflow,Capital Expenditures,-76.75,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/cash-flow-statement/
i-CABLE,capital_expenditures,资本开支,2024,-66.7,ok,cashflow,Capital Expenditures,-66.7,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/cash-flow-statement/
i-CABLE,capital_expenditures,资本开支,2025,-52.02,ok,cashflow,Capital Expenditures,-52.02,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/cash-flow-statement/
i-CABLE,free_cash_flow,自由现金流,2023,-364,ok,income,Free Cash Flow,-364,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,free_cash_flow,自由现金流,2024,-287.35,ok,income,Free Cash Flow,-287.35,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,free_cash_flow,自由现金流,2025,-265.93,ok,income,Free Cash Flow,-265.93,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/
i-CABLE,cash_and_equivalents,现金及等价物,2023,28.92,ok,balance,Cash & Equivalents,28.92,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/balance-sheet/
i-CABLE,cash_and_equivalents,现金及等价物,2024,53.77,ok,balance,Cash & Equivalents,53.77,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/balance-sheet/
i-CABLE,cash_and_equivalents,现金及等价物,2025,113.73,ok,balance,Cash & Equivalents,113.73,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/balance-sheet/
i-CABLE,total_assets,总资产,2023,945.16,ok,balance,Total Assets,945.16,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/balance-sheet/
i-CABLE,total_assets,总资产,2024,882.53,ok,balance,Total Assets,882.53,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/balance-sheet/
i-CABLE,total_assets,总资产,2025,867.06,ok,balance,Total Assets,867.06,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/balance-sheet/
i-CABLE,total_debt,总债务,2023,"1,843",ok,balance,Total Debt,1843,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/balance-sheet/
i-CABLE,total_debt,总债务,2024,"2,277",ok,balance,Total Debt,2277,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/balance-sheet/
i-CABLE,total_debt,总债务,2025,"2,724",ok,balance,Total Debt,2724,diff=0.0,https://stockanalysis.com/quote/hkg/1097/financials/balance-sheet/
